e1,r,e2
8574,author_in_affiliation,4239
9243,author_in_affiliation,2168
2002,author_write_paper,9456
9879,paper_in_venue,4088
6101,author_in_affiliation,1452
8942,paper_in_domain,999
4791,paper_in_venue,4119
3815,author_write_paper,6176
11634,paper_in_venue,4126
15885,author_write_paper,10702
13170,paper_in_domain,1560
7237,author_write_paper,6109
14524,paper_in_domain,508
3612,author_write_paper,13946
12192,author_in_affiliation,3098
16212,author_write_paper,11538
8866,paper_cite_paper,6131
10943,paper_cite_paper,4735
3232,author_write_paper,10219
6056,paper_in_venue,4093
9134,paper_in_venue,4123
6483,author_in_affiliation,91
9162,paper_in_venue,4126
8195,paper_cite_paper,12508
3553,author_write_paper,9180
3188,author_write_paper,6734
14810,author_write_paper,2294
10585,author_in_affiliation,639
9045,author_in_affiliation,4046
14086,paper_cite_paper,12669
14245,paper_in_domain,389
6087,author_write_paper,13902
12545,author_write_paper,7363
8326,author_write_paper,6399
4746,paper_in_domain,1646
10258,author_in_affiliation,1209
8684,author_write_paper,11341
4984,author_in_affiliation,4264
5192,paper_in_venue,4134
11165,paper_cite_paper,4413
10488,paper_in_domain,655
7429,paper_in_domain,1565
15287,author_write_paper,9561
12394,paper_in_domain,1639
16110,author_write_paper,7518
12016,paper_cite_paper,12031
5675,paper_in_venue,4108
8320,paper_cite_paper,8464
5035,paper_in_venue,4123
14172,paper_in_venue,4124
14939,paper_in_domain,657
10745,author_in_affiliation,2066
6826,paper_cite_paper,10908
13283,paper_in_domain,1856
14307,paper_cite_paper,14318
8931,paper_in_domain,228
12913,paper_in_venue,4109
7427,paper_cite_paper,5644
15158,author_write_paper,6486
6758,paper_in_domain,2544
6617,author_write_paper,7115
8897,paper_cite_paper,14333
5097,paper_in_domain,2771
13440,paper_cite_paper,9484
8162,paper_in_venue,4109
11143,paper_in_domain,1485
16317,author_write_paper,13121
13551,paper_in_domain,2574
9762,author_write_paper,4481
3329,author_write_paper,14643
11408,author_write_paper,13853
6746,author_in_affiliation,3043
6478,paper_in_domain,177
6696,author_write_paper,4916
12198,author_in_affiliation,4225
10660,paper_in_domain,2905
3594,author_write_paper,7740
12114,paper_in_domain,2683
1346,author_in_affiliation,2811
7578,paper_in_domain,411
9072,author_write_paper,13177
6703,author_in_affiliation,1331
16083,author_write_paper,5742
13999,paper_in_domain,317
8302,author_write_paper,11875
16244,author_write_paper,10968
11288,paper_cite_paper,7535
10178,author_write_paper,8425
14438,paper_in_domain,1425
15406,author_in_affiliation,1305
9603,paper_cite_paper,10617
4327,paper_cite_paper,4560
2383,author_write_paper,13513
6605,paper_in_venue,4109
9550,paper_in_domain,2372
11528,paper_in_domain,1804
12197,paper_in_domain,274
9561,paper_in_domain,1227
13682,author_write_paper,8956
9363,paper_cite_paper,10510
12222,paper_cite_paper,7960
7713,paper_in_domain,2795
13824,author_write_paper,13222
16086,author_write_paper,11403
6289,paper_in_domain,109
16084,author_in_affiliation,1658
6672,author_write_paper,9550
8748,paper_in_domain,1706
3900,author_in_affiliation,2570
6045,author_write_paper,14331
16100,author_in_affiliation,1099
15452,author_write_paper,7563
11160,paper_in_domain,2098
8940,paper_in_venue,4088
9061,author_write_paper,608
10493,paper_in_domain,824
2443,author_write_paper,13172
14312,author_write_paper,13359
14182,paper_cite_paper,13228
8112,paper_cite_paper,13438
14860,paper_in_domain,1208
11030,paper_cite_paper,4629
10312,paper_in_domain,1092
13267,paper_cite_paper,14280
14159,paper_in_domain,2492
5282,paper_in_domain,95
14689,paper_cite_paper,6391
10867,paper_cite_paper,9758
7679,author_in_affiliation,720
4713,paper_in_domain,1755
13463,paper_in_domain,2280
4398,paper_in_domain,790
13112,paper_in_domain,1190
13720,paper_in_domain,1104
1020,author_in_affiliation,1474
8847,paper_in_domain,92
10027,paper_in_domain,1755
8573,author_in_affiliation,816
10415,author_write_paper,2549
4790,paper_in_domain,1478
9554,author_in_affiliation,408
6510,paper_in_domain,2110
12026,author_write_paper,8543
11802,paper_in_venue,4119
9936,paper_in_domain,522
3851,author_in_affiliation,2461
5208,author_write_paper,5742
7854,author_write_paper,13656
13709,paper_cite_paper,13014
12413,paper_in_domain,1846
10442,paper_in_domain,1478
10670,paper_in_domain,2926
6036,author_write_paper,8108
6099,author_in_affiliation,329
13518,paper_in_venue,4088
9970,paper_in_domain,1720
8072,paper_in_domain,1816
11490,paper_in_domain,2045
14896,author_in_affiliation,2545
5241,author_in_affiliation,1770
8179,paper_in_domain,2439
10388,paper_in_domain,1977
10608,paper_in_domain,1639
5873,paper_in_domain,2992
8283,paper_in_venue,4109
5760,paper_cite_paper,6437
7298,paper_in_domain,2270
12140,paper_in_domain,2509
3627,author_in_affiliation,4225
7240,paper_in_domain,2852
4331,paper_in_domain,195
8937,author_write_paper,4512
3400,author_in_affiliation,1504
4765,paper_in_domain,669
13394,paper_in_domain,1119
8636,paper_in_domain,1790
11076,paper_in_venue,4088
7673,paper_cite_paper,4535
13618,paper_cite_paper,12220
14215,author_in_affiliation,1235
8397,author_write_paper,8223
10102,paper_in_domain,1190
13630,author_write_paper,10612
12261,paper_cite_paper,4849
12142,paper_cite_paper,13228
6981,author_write_paper,6357
14851,paper_cite_paper,12423
11782,paper_cite_paper,11615
6397,paper_cite_paper,7773
16213,author_write_paper,11591
12361,paper_cite_paper,13505
6417,author_write_paper,13895
6121,author_write_paper,14474
896,author_write_paper,4744
9020,author_write_paper,14235
2118,paper_in_domain,2080
6523,author_in_affiliation,12
11279,paper_cite_paper,289
14062,paper_in_domain,387
14886,paper_in_domain,1030
13829,paper_in_domain,1930
11998,paper_in_domain,1669
2252,author_write_paper,14194
9463,paper_in_domain,951
13013,paper_in_domain,2305
9898,author_write_paper,9945
1776,author_write_paper,11659
5793,author_in_affiliation,4281
13276,paper_in_domain,818
4965,author_write_paper,11241
9201,paper_in_domain,891
4761,paper_in_venue,4117
13094,author_in_affiliation,2605
6344,author_write_paper,4534
4808,paper_in_domain,3124
13651,paper_in_venue,4126
13365,author_write_paper,10146
4379,paper_in_domain,387
935,author_write_paper,6399
6397,paper_in_domain,119
8668,paper_in_venue,4132
5238,paper_in_domain,2379
10992,paper_cite_paper,9375
5163,author_in_affiliation,1279
3536,author_in_affiliation,3043
435,author_in_affiliation,408
3615,author_in_affiliation,384
5796,paper_cite_paper,7883
9856,paper_in_domain,2379
15839,author_in_affiliation,1999
9510,author_write_paper,4473
11449,paper_cite_paper,8056
12350,paper_in_domain,824
4476,paper_in_domain,2406
14899,author_write_paper,7347
5800,paper_cite_paper,4572
9714,author_write_paper,7928
169,author_write_paper,10444
11672,paper_cite_paper,6563
9692,paper_in_domain,1190
14188,author_write_paper,7713
9565,author_write_paper,13182
15671,author_write_paper,7984
6633,author_write_paper,7252
14496,author_in_affiliation,4221
13575,author_write_paper,6676
10736,paper_in_domain,1644
13982,author_write_paper,9925
16224,author_in_affiliation,2292
9152,author_in_affiliation,2084
10977,paper_cite_paper,12580
7892,paper_in_domain,364
14161,paper_in_venue,4126
5549,paper_in_domain,1483
14344,paper_cite_paper,14390
6616,author_write_paper,9761
14217,paper_in_domain,1638
10270,author_write_paper,6106
9976,paper_in_domain,153
11552,author_write_paper,6832
2480,paper_cite_paper,4973
3656,author_write_paper,7332
6475,author_write_paper,14257
13185,paper_in_domain,669
14438,paper_in_domain,2094
4940,paper_in_domain,790
10333,paper_in_domain,1735
845,paper_in_venue,4124
11121,paper_cite_paper,14032
6349,paper_in_venue,4114
5102,author_write_paper,5799
9396,author_in_affiliation,2520
5984,author_write_paper,4333
5510,paper_in_domain,1302
6126,paper_in_domain,376
2458,author_write_paper,5288
7273,paper_in_domain,1478
11236,paper_in_domain,1935
15241,author_write_paper,8841
11766,author_write_paper,13570
14010,paper_cite_paper,8162
5954,author_write_paper,12078
6049,paper_cite_paper,13280
11271,paper_in_venue,4126
5589,paper_in_domain,2094
14091,paper_in_domain,1370
7831,paper_cite_paper,10639
6079,paper_in_venue,4106
5951,author_write_paper,5859
13809,author_write_paper,13872
12531,author_write_paper,8521
12455,paper_cite_paper,6209
14019,paper_in_domain,443
4881,paper_in_venue,4132
10720,paper_in_domain,2343
5459,paper_cite_paper,8433
7539,paper_cite_paper,13890
3282,author_write_paper,6349
9433,author_write_paper,9235
10722,author_in_affiliation,1831
11173,paper_in_domain,387
1197,author_write_paper,5327
5756,paper_in_domain,1951
9816,paper_in_domain,2471
625,paper_in_venue,4134
10935,author_write_paper,13032
3222,author_in_affiliation,1575
11524,paper_in_venue,4116
8322,author_in_affiliation,2013
3940,author_in_affiliation,579
3730,author_write_paper,2655
14927,author_write_paper,13950
1315,author_write_paper,10257
14820,paper_in_domain,2081
7882,author_write_paper,9912
15626,author_in_affiliation,982
16106,author_write_paper,9869
6580,author_in_affiliation,1099
14786,paper_in_domain,2400
6117,author_write_paper,10002
15795,author_write_paper,6359
8302,author_write_paper,14333
3553,author_in_affiliation,3204
10378,paper_in_domain,2975
4974,paper_in_domain,2343
14749,paper_in_domain,1856
8803,paper_in_venue,4088
10973,author_write_paper,13820
6474,author_write_paper,4895
12066,paper_cite_paper,13518
9399,author_write_paper,6832
14984,author_write_paper,10687
9669,paper_cite_paper,7389
14871,paper_in_venue,4116
5555,author_in_affiliation,2811
5316,author_write_paper,7482
13367,paper_in_domain,1856
10576,author_write_paper,4786
11295,paper_in_venue,4108
6717,paper_cite_paper,14126
8475,paper_in_domain,1644
6674,paper_cite_paper,9709
7520,paper_cite_paper,4341
14890,paper_in_venue,4126
6576,paper_in_domain,1962
14148,paper_in_domain,2464
8361,author_write_paper,12941
13750,paper_in_venue,4107
9526,paper_in_domain,2649
15800,author_write_paper,8227
13568,author_in_affiliation,2804
7773,paper_in_domain,751
10724,author_in_affiliation,1947
12657,author_write_paper,14809
14430,paper_in_domain,1930
12556,author_in_affiliation,924
14672,paper_in_domain,1856
5602,paper_in_domain,1077
10896,paper_in_domain,1856
12625,paper_in_domain,2415
5340,author_in_affiliation,287
4978,paper_in_domain,452
13251,author_write_paper,7300
9995,paper_in_domain,3096
8159,author_in_affiliation,982
4852,paper_in_domain,1958
10259,paper_in_domain,3016
11025,paper_in_domain,656
14295,paper_cite_paper,9957
6146,paper_in_domain,598
5354,author_in_affiliation,1723
8082,author_in_affiliation,687
11457,paper_in_domain,656
12114,paper_cite_paper,5686
14246,author_in_affiliation,1151
14264,paper_in_venue,4109
13050,paper_in_domain,1086
5398,author_in_affiliation,2660
11905,author_write_paper,10312
10237,author_in_affiliation,4044
6016,author_write_paper,12233
9039,paper_in_domain,508
14711,paper_cite_paper,13647
11697,author_write_paper,8284
14508,author_write_paper,9775
11877,paper_in_domain,1673
5225,author_write_paper,4917
16093,author_write_paper,6443
15144,author_write_paper,7403
11776,paper_in_domain,2769
8043,paper_cite_paper,7490
14037,paper_in_domain,818
11829,author_in_affiliation,7
15541,author_write_paper,12362
6409,paper_in_venue,4097
16347,author_write_paper,8616
7116,paper_in_domain,2110
3039,author_write_paper,5665
8813,paper_in_venue,4107
214,paper_cite_paper,13040
7279,paper_in_domain,2926
15564,author_write_paper,4550
10896,paper_in_venue,4097
13942,paper_cite_paper,14106
5058,author_write_paper,14744
11787,paper_cite_paper,4835
13409,author_write_paper,13900
6098,paper_cite_paper,4707
6302,author_write_paper,11460
593,author_write_paper,4366
10969,paper_cite_paper,12625
6070,author_write_paper,8752
9950,paper_cite_paper,9120
3508,author_in_affiliation,2662
6392,paper_cite_paper,13872
3523,author_in_affiliation,982
14788,author_write_paper,12540
5396,author_write_paper,4671
15521,author_in_affiliation,449
10959,paper_in_domain,1644
10674,paper_cite_paper,11804
868,paper_in_venue,4132
5052,paper_in_domain,1227
8039,author_in_affiliation,3098
5706,author_in_affiliation,854
11323,paper_in_venue,4114
6049,paper_in_venue,4097
5051,paper_cite_paper,4446
8861,paper_in_domain,655
10545,paper_in_venue,4088
7672,author_write_paper,4645
5349,paper_in_venue,4119
7887,paper_in_domain,13
3595,author_in_affiliation,4028
11950,paper_in_domain,95
10940,paper_in_domain,1684
15042,paper_in_domain,177
13888,paper_in_domain,2364
16069,author_write_paper,7080
12903,paper_cite_paper,4744
9502,author_in_affiliation,3101
10094,author_in_affiliation,2292
7103,author_write_paper,6820
14786,paper_in_domain,377
7965,paper_cite_paper,13778
14221,paper_in_domain,994
3596,author_write_paper,12821
11421,author_in_affiliation,2359
12832,author_write_paper,6781
8464,paper_in_domain,2315
12758,paper_in_venue,4110
9369,author_in_affiliation,2931
14515,paper_in_domain,1213
8389,author_write_paper,6028
16002,paper_in_domain,338
9377,paper_cite_paper,12310
7737,paper_cite_paper,5776
5514,author_in_affiliation,4227
9954,paper_cite_paper,14443
51,paper_in_domain,572
8051,paper_cite_paper,5558
10374,author_in_affiliation,1331
7318,paper_in_venue,4108
7484,author_write_paper,11333
10276,paper_in_domain,656
9328,paper_in_domain,2315
14096,paper_cite_paper,8847
4607,paper_in_domain,881
5731,author_write_paper,8625
5528,author_write_paper,14315
5760,paper_cite_paper,11656
2363,author_in_affiliation,262
13709,paper_cite_paper,9697
10710,author_write_paper,11220
2698,paper_in_venue,4119
8081,paper_cite_paper,12765
7291,author_in_affiliation,2803
6877,paper_in_domain,2337
9213,paper_in_domain,1286
2548,paper_cite_paper,12695
5482,paper_cite_paper,4555
7037,author_write_paper,14726
13749,paper_in_venue,4109
5589,paper_cite_paper,9142
14035,paper_in_domain,508
9090,paper_in_domain,2941
16348,author_write_paper,13469
15641,author_in_affiliation,4263
7073,author_write_paper,8185
10522,paper_in_domain,1428
12178,paper_cite_paper,6013
8446,paper_in_domain,3792
9114,paper_in_domain,919
4692,paper_in_venue,4134
9060,paper_cite_paper,13742
14592,paper_in_domain,162
9431,paper_in_domain,1186
6096,author_write_paper,4682
11079,paper_cite_paper,5548
10024,author_write_paper,8644
12263,author_write_paper,11861
15092,author_write_paper,5972
10511,author_write_paper,5663
8459,author_write_paper,9979
15423,author_write_paper,8108
4344,paper_in_domain,1856
4231,author_write_paper,11869
10428,paper_cite_paper,4744
4477,paper_in_domain,1478
9915,author_write_paper,7485
11890,paper_in_domain,2280
12723,paper_cite_paper,8850
8228,paper_in_domain,488
11592,paper_in_domain,1856
3520,author_write_paper,6736
9850,paper_cite_paper,4963
1581,author_write_paper,6383
4705,paper_cite_paper,9293
7368,paper_cite_paper,5974
14571,author_write_paper,13439
11947,author_write_paper,13305
7459,paper_cite_paper,5688
12981,author_write_paper,10216
16087,author_write_paper,14259
7139,paper_in_domain,459
15819,author_write_paper,5575
6786,paper_in_venue,4097
9861,paper_cite_paper,14390
9754,paper_cite_paper,4887
12113,paper_in_domain,2342
12175,paper_in_venue,4093
11949,paper_cite_paper,6026
8651,author_write_paper,11880
13894,paper_cite_paper,7908
6935,paper_in_domain,2463
6853,author_write_paper,8893
9991,paper_cite_paper,9900
